epoch,custom_accuracy,learning_rate,loss,precision,recall,val_custom_accuracy,val_loss,val_precision,val_recall
29,0.9267666339874268,0.0005000000237487257,0.39624497294425964,0.006603136658668518,0.2065727710723877,0.9961948990821838,0.4011043906211853,0.0,0.0
30,0.9488000273704529,0.0005000000237487257,0.3704295754432678,0.007214206270873547,0.167840376496315,0.9961948990821838,0.37301546335220337,0.0,0.0
31,0.9471062421798706,0.0005000000237487257,0.358537495136261,0.0064307102002203465,0.15375587344169617,0.9961948990821838,0.37204307317733765,0.0,0.0
32,0.9497083425521851,0.0005000000237487257,0.3376412093639374,0.005886599887162447,0.1244131475687027,0.9961948990821838,0.3619818687438965,0.0,0.0
33,0.9576812982559204,0.0005000000237487257,0.31912919878959656,0.006237816996872425,0.11267605423927307,0.9961948990821838,0.34312567114830017,0.0,0.0
34,0.9641291499137878,0.0005000000237487257,0.298394113779068,0.007269490510225296,0.11502347141504288,0.9961948990821838,0.35248231887817383,0.0,0.0
35,0.9673291444778442,0.0005000000237487257,0.2839731276035309,0.007578253746032715,0.10798121988773346,0.9961948990821838,0.3760802149772644,0.0,0.0
36,0.9724104404449463,0.0005000000237487257,0.26546338200569153,0.008186336606740952,0.09859155118465424,0.9961948990821838,0.3685816526412964,0.0,0.0
37,0.9739083051681519,0.0005000000237487257,0.2534692585468292,0.00795008521527052,0.09272300451993942,0.9961948990821838,0.3515022099018097,0.0,0.0
38,0.9783999919891357,0.0005000000237487257,0.23293353617191315,0.010480807162821293,0.09389671683311462,0.9961948990821838,0.3287048935890198,0.0,0.0
39,0.9816916584968567,0.0005000000237487257,0.2218979299068451,0.0077085853554308414,0.05985915660858154,0.9961948990821838,0.295650839805603,0.0,0.0
40,0.9840853810310364,0.0005000000237487257,0.2042844146490097,0.008837909437716007,0.05516431853175163,0.9961948990821838,0.2420215606689453,0.0,0.0
41,0.9810354709625244,0.0005000000237487257,0.19569240510463715,0.011569267138838768,0.09154929220676422,0.9961948990821838,0.22433145344257355,0.0,0.0
42,0.9830500483512878,0.0005000000237487257,0.18582527339458466,0.009283135645091534,0.06338027864694595,0.9961948990821838,0.23592036962509155,0.0,0.0
43,0.9861895442008972,0.0005000000237487257,0.17487230896949768,0.010187448933720589,0.05868544429540634,0.9961948990821838,0.24635955691337585,0.0,0.0
44,0.9890562891960144,0.0005000000237487257,0.16458378732204437,0.01428179070353508,0.061032865196466446,0.9961948990821838,0.24173270165920258,0.0,0.0
45,0.9887624979019165,0.0005000000237487257,0.15401966869831085,0.012400354258716106,0.04929577559232712,0.9961948990821838,0.22226908802986145,0.0,0.0
46,0.9909082651138306,0.0005000000237487257,0.14502795040607452,0.014680778607726097,0.05046948418021202,0.9961948990821838,0.21135537326335907,0.0,0.0
47,0.9896833300590515,0.0005000000237487257,0.13897864520549774,0.01386263407766819,0.051643192768096924,0.9961948990821838,0.18154826760292053,0.0,0.0
48,0.9899125099182129,0.0005000000237487257,0.13197600841522217,0.012254203669726849,0.05046948418021202,0.9961948990821838,0.15169300138950348,0.0,0.0
49,0.9906062483787537,0.0005000000237487257,0.12570537626743317,0.01329534687101841,0.04929577559232712,0.9961948990821838,0.13284771144390106,0.0,0.0
