epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,0.05379136651754379,0.1099136620759964,0.048134371638298035,0.09440437704324722
1,0.0010000000474974513,0.049400605261325836,0.10157843679189682,0.048321012407541275,0.09178201854228973
2,0.0010000000474974513,0.0488542802631855,0.09966719150543213,0.04781411960721016,0.09612876176834106
3,0.0010000000474974513,0.04852021113038063,0.09847739338874817,0.04792376980185509,0.09383253008127213
4,0.0010000000474974513,0.04843289777636528,0.09786814451217651,0.047869354486465454,0.09338831901550293
5,0.0010000000474974513,0.048347629606723785,0.09768137335777283,0.04786279425024986,0.09297164529561996
6,0.0010000000474974513,0.048331357538700104,0.09763424843549728,0.04800383746623993,0.09223619848489761
7,0.0010000000474974513,0.04823039099574089,0.09659109264612198,0.04774486646056175,0.09476367384195328
8,0.0005000000237487257,0.04811142757534981,0.09672250598669052,0.04774952679872513,0.09569340199232101
9,0.0005000000237487257,0.04815687984228134,0.09689489752054214,0.04773339256644249,0.09559273719787598
10,0.0005000000237487257,0.04806489497423172,0.09611059725284576,0.0477755106985569,0.09443169087171555
11,0.0005000000237487257,0.048063285648822784,0.09661757200956345,0.047715771943330765,0.09493733197450638
12,0.0005000000237487257,0.04803315922617912,0.09612876921892166,0.04778243601322174,0.09443747252225876
13,0.0002500000118743628,0.04803219810128212,0.09646608680486679,0.04774276167154312,0.0949660912156105
14,0.0002500000118743628,0.048044994473457336,0.09630121290683746,0.04774098843336105,0.09481517970561981
15,0.0002500000118743628,0.047988053411245346,0.09632595628499985,0.0477483831346035,0.09487489610910416
16,0.0002500000118743628,0.048011407256126404,0.09620977193117142,0.04772486165165901,0.09522593766450882
17,0.0002500000118743628,0.04802559316158295,0.09635057300329208,0.0477287583053112,0.09488817304372787
18,0.0001250000059371814,0.047996170818805695,0.09604235738515854,0.0477343425154686,0.09488721936941147
19,0.0001250000059371814,0.047988805919885635,0.09615067392587662,0.04773274064064026,0.0948321595788002
20,0.0001250000059371814,0.04794028028845787,0.09614285826683044,0.04772701859474182,0.09502670913934708
21,0.0001250000059371814,0.048010505735874176,0.09612791240215302,0.04772820323705673,0.09493792057037354
22,0.0001250000059371814,0.04792662709951401,0.09607566148042679,0.0477486178278923,0.09498807042837143
23,6.25000029685907e-05,0.04794296249747276,0.09595852345228195,0.04774933680891991,0.09497255831956863
24,6.25000029685907e-05,0.047926224768161774,0.09615319967269897,0.04774577543139458,0.0950452983379364
25,6.25000029685907e-05,0.04794557765126228,0.09623484313488007,0.04774308204650879,0.09516297280788422
26,6.25000029685907e-05,0.04793702811002731,0.09608496725559235,0.04775014519691467,0.09502715617418289
27,6.25000029685907e-05,0.047933656722307205,0.09619646519422531,0.04774509742856026,0.09503033012151718
28,3.125000148429535e-05,0.04796198010444641,0.09619636833667755,0.04774332791566849,0.09508095681667328
29,3.125000148429535e-05,0.047905370593070984,0.09616385400295258,0.04774629324674606,0.0950368195772171
30,3.125000148429535e-05,0.047976311296224594,0.09604279696941376,0.04774431139230728,0.09499526023864746
31,3.125000148429535e-05,0.04791933670639992,0.09616308659315109,0.04774250090122223,0.09502344578504562
