epoch,custom_accuracy,learning_rate,loss,precision,recall,val_custom_accuracy,val_loss,val_precision,val_recall
0,0.5972499847412109,0.0010000000474974513,0.6711881160736084,0.0025172720197588205,0.48708921670913696,0.4768923223018646,0.7110114693641663,0.0050828903913497925,0.7008086442947388
1,0.8011249899864197,0.0010000000474974513,0.545478343963623,0.004958757199347019,0.48474177718162537,0.8500922918319702,0.5076534152030945,0.009165460243821144,0.35849055647850037
2,0.9519562125205994,0.0010000000474974513,0.35946035385131836,0.01177834440022707,0.2981220781803131,0.9945538640022278,0.2058122307062149,0.03488372266292572,0.016172505915164948
3,0.9947521090507507,0.0010000000474974513,0.16600583493709564,0.020057305693626404,0.03286384791135788,0.9961948990821838,0.0767935961484909,0.0,0.0
4,0.9976000189781189,0.0010000000474974513,0.06142757087945938,0.040816325694322586,0.002347417874261737,0.9961948990821838,0.037632472813129425,0.0,0.0
5,0.9976999759674072,0.0010000000474974513,0.027149230241775513,0.0,0.0,0.9961948990821838,0.027397871017456055,0.0,0.0
6,0.9977937340736389,0.0010000000474974513,0.018002616241574287,0.0,0.0,0.9961948990821838,0.024847354739904404,0.0,0.0
7,0.9978312849998474,0.0010000000474974513,0.014984236098825932,0.0,0.0,0.9961948990821838,0.02428976073861122,0.0,0.0
8,0.9980000257492065,0.0010000000474974513,0.013967907056212425,0.0,0.0,0.9961948990821838,0.024831853806972504,0.0,0.0
9,0.9979499578475952,0.0010000000474974513,0.0135066919028759,0.0,0.0,0.8514564037322998,0.17347614467144012,0.0009195077000185847,0.03504043072462082
10,0.9977874755859375,0.0010000000474974513,0.013042211532592773,0.0,0.0,0.7706769108772278,0.23647838830947876,0.0010891269193962216,0.06469002366065979
11,0.9978499412536621,0.0010000000474974513,0.012968042865395546,0.0,0.0,0.768287181854248,0.2361144721508026,0.001122536021284759,0.06738544255495071
12,0.9977188110351562,0.0010000000474974513,0.012694082222878933,0.0,0.0,0.7189435958862305,0.30572035908699036,0.0017326549859717488,0.12668463587760925
13,0.9977853894233704,0.0005000000237487257,0.01255254540592432,0.0,0.0,0.6225743293762207,0.4042498767375946,0.0025128372944891453,0.24797843396663666
14,0.9978729486465454,0.0005000000237487257,0.01239688042551279,0.0,0.0,0.4995794892311096,0.5156131982803345,0.002813488245010376,0.36927223205566406
15,0.9978583455085754,0.0005000000237487257,0.012280648574233055,1.0,0.0011737089371308684,0.44872820377349854,0.5375986695289612,0.002720327815040946,0.3935309946537018
16,0.9978437423706055,0.0005000000237487257,0.012366042472422123,0.0,0.0,0.4357128143310547,0.5426256060600281,0.002766100689768791,0.40970349311828613
17,0.9977562427520752,0.0005000000237487257,0.012286262586712837,0.0,0.0,0.42953845858573914,0.5437034964561462,0.0028256212826818228,0.42318058013916016
18,0.9977624416351318,0.0002500000118743628,0.012131894007325172,0.0,0.0,0.4265538454055786,0.5440036058425903,0.0028287023305892944,0.42587602138519287
19,0.9977062344551086,0.0002500000118743628,0.012206224724650383,0.0,0.0,0.42172306776046753,0.576587438583374,0.003140246495604515,0.47708895802497864
20,0.9977833032608032,0.0002500000118743628,0.011994137428700924,1.0,0.0011737089371308684,0.4156615436077118,0.6158581972122192,0.0034041060134768486,0.5229110717773438
21,0.9978750348091125,0.0002500000118743628,0.012050781399011612,0.0,0.0,0.3831794857978821,0.6401451826095581,0.003554994473233819,0.5768194198608398
22,0.9978312849998474,0.0002500000118743628,0.012010880745947361,0.0,0.0,0.36299487948417664,0.6603039503097534,0.003506345208734274,0.5876010656356812
